Header Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,VC5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test Plan,Rev(H),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release Date,9/27/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment,Dual Band," 501~588 is correlation golden in Sigurd, 600~629 is generated in Goodark (5268Q)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
610,1,610,802.8246667,33.721,33.917,1689.747667,40.42466667,33.03866667,1.535,1478.615,37.587,-40.78966667,-38.09766667,-58.888,-31.54933333,0.720666667,-4.75,11.40133333,123.6053333,-0.007,615.1026667,31.37933333,31.58933333,1149.056,34.47733333,30.00533333,1.465,948.2006667,31.14833333,-40.67566667,-33.79066667,-70.80766667,-30.148,-0.953666667,-1.558,7.038333333,130.6113333,-0.029,-1.545,-1.785666667,13.78,55,661.2393333,13897
611,1,611,809.784,33.80566667,34.06,1782.451,39.64333333,33.03333333,1.524666667,1541.817667,36.04933333,-38.48466667,-40.18033333,-60.384,-31.889,0.657333333,-4.745666667,11.424,121.397,-0.005666667,622.6313333,31.34833333,31.53533333,1151.738,33.96833333,30.02333333,1.456666667,953.392,31.10433333,-37.605,-34.19833333,-69.80033333,-30.78633333,-0.866333333,-1.55,6.929,132.3263333,-0.024,-1.526,-1.778333333,13.69566667,55,638.3446667,13673
612,1,612,805.222,33.73933333,33.91933333,1665.192,41.03233333,33.03466667,1.523666667,1443.826,38.42733333,-39.70533333,-39.302,-59.86433333,-30.84,0.614,-4.716666667,11.805,118.188,-0.000333333,614.1063333,31.37233333,31.57866667,1152.232667,34.297,30.04033333,1.472333333,952.6656667,31.24766667,-38.23133333,-32.289,-70.48633333,-31.61633333,-0.813666667,-1.525333333,7.244,124.6883333,-0.033666667,-1.529666667,-1.790666667,13.79866667,55,627.387,10888.66667
613,1,613,812.4883333,33.81366667,34.00466667,1716.611333,40.61666667,33.03166667,1.516,1484.053667,37.39333333,-41.042,-37.167,-58.40233333,-31.243,0.792,-4.586666667,11.77433333,120.2863333,-0.003333333,612.7953333,31.45966667,31.68033333,1179.642667,34.25933333,30.012,1.458333333,970.2843333,30.466,-38.38433333,-34.435,-71.12266667,-30.84466667,-0.916333333,-1.404666667,6.997333333,129.6386667,-0.031666667,-1.561,-1.812,14.052,55,632.5146667,15817
614,1,614,804.3683333,33.86,34.01833333,1745.01,40.09466667,33.03066667,1.527333333,1506.938667,36.83733333,-41.785,-38.576,-61.04866667,-31.45533333,0.532333333,-4.570666667,11.49166667,121.7863333,-0.002666667,609.7916667,31.43833333,31.60966667,1164.383,34.16733333,30.01966667,1.462666667,960.9053333,30.82533333,-41.05066667,-32.435,-69.726,-30.66933333,-0.959333333,-1.368666667,7.147,126.384,-0.038,-1.539666667,-1.801333333,12.95766667,135,756.674,12232
615,1,615,807.8663333,33.772,33.991,1727.196333,40.243,33.01333333,1.539666667,1502.489,36.79433333,-41.95666667,-39.01433333,-59.93133333,-30.988,0.591333333,-4.660666667,11.47233333,120.12,-0.015666667,615.4773333,31.36366667,31.56433333,1161.761,33.89133333,30.01966667,1.479333333,960.134,30.85233333,-39.75566667,-32.41566667,-70.19233333,-32.023,-0.9,-1.461,6.736,131.0293333,-0.033,-1.549333333,-1.792333333,14.033,55,632.854,13538.33333
616,1,616,812.601,33.90766667,34.09533333,1772.937333,40.17633333,33.021,1.513333333,1518.962333,36.471,-39.47166667,-38.722,-60.36333333,-31.56266667,0.743666667,-4.668666667,11.80533333,118.229,-0.001333333,616.0243333,31.37866667,31.56433333,1165.394667,33.78433333,30.025,1.462666667,967.0333333,30.66166667,-41.17533333,-32.72733333,-70.355,-30.518,-0.884,-1.444,7.054333333,129.431,-0.036333333,-1.55,-1.798,13.665,55,669.576,12507.66667
617,1,617,792.0526667,33.64066667,33.82266667,1576.152,42.34866667,33.04633333,1.527666667,1389.68,39.97666667,-38.671,-38.755,-57.633,-30.62666667,0.870666667,-4.71,11.98033333,117.156,-0.004,610.3833333,31.43866667,31.66366667,1194.594667,33.68533333,30.026,1.483333333,988.4576667,29.98566667,-36.48266667,-34.40633333,-68.714,-32.81466667,-0.769666667,-1.49,7.121666667,123.5586667,-0.040333333,-1.540666667,-1.785666667,13.479,55,650.5573333,13377.66667
618,1,618,812.7803333,33.80233333,34.086,1709.037667,41.561,33.01133333,1.515333333,1474.052667,37.46133333,-40.51966667,-41.432,-59.71833333,-31.74833333,0.776333333,-4.742333333,11.365,122.45,-0.012,619.388,31.35033333,31.61966667,1171.027667,34.044,30.03333333,1.474666667,972.322,30.55066667,-38.42066667,-32.48066667,-68.23633333,-30.464,-0.781666667,-1.522666667,6.767,134.11,-0.027,-1.554,-1.800333333,13.86266667,55,641.5746667,6916.666667
619,1,619,800.7273333,33.90133333,34.10933333,1765.685667,40.47,33.02666667,1.525333333,1511.733333,36.68833333,-37.14166667,-41.311,-61.03633333,-30.88333333,0.99,-4.622333333,11.45466667,122.2196667,-0.006666667,613.567,31.46133333,31.64033333,1167.469667,34.31433333,30.04166667,1.470666667,962.4936667,30.928,-37.419,-33.429,-69.44433333,-32.20233333,-0.778333333,-1.422,6.854666667,131.0556667,-0.033,-1.533666667,-1.794,14.20033333,55,613.7626667,23528.33333
620,1,620,783.153,33.724,33.92933333,1640.478333,41.734,33.041,1.526666667,1432.454333,38.776,-41.393,-39.43233333,-58.627,-30.993,1.099666667,-4.617,11.83766667,117.599,-0.004666667,603.8663333,31.45666667,31.67666667,1184.631667,34.083,30.04466667,1.476,977.401,30.46466667,-36.31666667,-34.88966667,-70.20566667,-31.73166667,-0.741666667,-1.395666667,7.118333333,129.4076667,-0.031666667,-1.540333333,-1.787666667,14.21133333,55,704.5993333,25569
621,1,621,836.3776667,33.792,33.94933333,1646.404,41.778,33.005,1.494666667,1413.314333,38.957,-40.98266667,-40.237,-57.89433333,-31.304,1.041,-4.775666667,11.90466667,117.7613333,0.001333333,642.3033333,31.702,31.90133333,1227.900667,34.58233333,30.01066667,1.439,984.6596667,29.99566667,-36.557,-34.33,-70.708,-31.584,-0.857666667,-1.515333333,7.471333333,127.845,-0.031666667,-1.547666667,-1.786,13.83733333,55,610.4686667,27828
622,1,622,807.439,33.73033333,33.905,1649.528,41.27833333,33.02766667,1.523,1439.660667,38.46933333,-40.59433333,-38.52266667,-58.94166667,-31.176,0.711666667,-4.605666667,11.51133333,122.392,-0.002333333,622.706,31.39,31.61966667,1155.101667,34.53133333,30.01066667,1.461333333,954.928,30.96233333,-37.04166667,-33.79533333,-71.089,-31.62033333,-0.816333333,-1.409666667,6.848,131.4543333,-0.031,-1.549666667,-1.799333333,13.785,55,577.3836667,10085
623,1,623,802.6376667,33.79666667,34.09666667,1804.257667,39.504,33.02833333,1.528333333,1555.796,35.69666667,-38.71366667,-40.17133333,-59.74833333,-31.75833333,0.761,-4.519,11.39966667,120.519,-0.008666667,610.5783333,31.56133333,31.73733333,1192.714333,34.31833333,30.00933333,1.447,970.6816667,30.43233333,-36.392,-32.73133333,-69.99333333,-30.938,-0.792,-1.352,7.166,128.544,-0.030333333,-1.526333333,-1.780666667,13.794,55,714.248,15613.66667
624,1,624,823.965,33.75833333,33.93766667,1642.815667,41.75466667,33.04333333,1.512333333,1427.105667,38.938,-41.007,-40.17533333,-58.15833333,-31.731,0.716,-4.616666667,11.314,125.4213333,-0.004666667,630.9766667,31.601,31.82066667,1202.797667,34.68033333,30.013,1.452666667,972.4643333,30.40166667,-37.18233333,-34.99833333,-71.20933333,-31.36166667,-0.863,-1.416666667,6.504666667,136.041,-0.032,-1.543,-1.770666667,13.684,55,656.4543333,15827
625,1,625,811.095,33.64666667,33.787,1592.400667,41.582,33.02166667,1.532333333,1402.564667,39.399,-38.79866667,-39.49233333,-57.82533333,-31.67133333,0.804333333,-4.673,11.51833333,122.4073333,-0.002333333,622.137,31.46566667,31.68666667,1190.991667,33.973,30.00733333,1.475666667,976.5243333,30.23166667,-36.57833333,-33.96366667,-71.32433333,-31.33166667,-0.908333333,-1.486666667,6.402666667,133.619,-0.033333333,-1.521333333,-1.769333333,13.97666667,55,671.5603333,15230
626,1,626,807.5216667,33.79133333,33.93933333,1647.520333,41.65533333,33.026,1.522,1432.379667,38.64466667,-40.52466667,-41.394,-58.76266667,-30.95033333,0.581666667,-4.593333333,11.57533333,125.1023333,-0.003666667,621.6726667,31.32466667,31.53466667,1168.855667,33.44933333,30.019,1.480333333,973.5956667,30.406,-37.504,-36.41333333,-69.53666667,-32.57433333,-0.724333333,-1.382333333,6.894333333,129.2753333,-0.03,-1.530333333,-1.775666667,14.682,55,735.9643333,14611
627,1,627,822.1743333,33.89733333,34.12833333,1720.064667,41.70566667,33.03033333,1.494333333,1469.018667,37.752,-41.14366667,-40.324,-58.836,-31.29033333,0.761666667,-4.684333333,11.84466667,117.3926667,-0.003,633.546,31.32833333,31.59433333,1181.268333,33.542,30.04633333,1.464666667,985.7236667,30.20866667,-37.41533333,-33.88166667,-68.92233333,-31.45966667,-0.811333333,-1.509666667,6.992333333,129.8836667,-0.035333333,-1.537333333,-1.780333333,13.86266667,55,708.8946667,18373.66667
628,1,628,799.1993333,33.76966667,33.92133333,1632.957667,41.84166667,33.033,1.529666667,1421.794333,38.986,-41.21566667,-40.54266667,-59.04833333,-30.59633333,1.049,-4.736333333,11.705,122.7606667,-0.005,617.0806667,31.37733333,31.56566667,1175.694667,33.48633333,30.01,1.481333333,976.6296667,30.24633333,-36.04233333,-34.66033333,-69.40666667,-33.104,-0.815666667,-1.542666667,7.009,129.5786667,-0.024666667,-1.519666667,-1.757666667,13.86866667,55,583.6233333,8881.666667
629,1,629,808.8026667,33.78066667,34.06166667,1767.790667,39.98033333,33.03066667,1.533666667,1535.787333,36.16666667,-37.66533333,-42.09133333,-60.85966667,-31.54433333,0.845,-4.690666667,11.39566667,122.577,-0.017,613.8816667,31.37833333,31.57733333,1157.364,34.12766667,30.037,1.472333333,959.25,31.00566667,-39.56833333,-32.807,-68.77033333,-30.57766667,-0.787,-1.514,6.849333333,131.2846667,-0.032333333,-1.499,-1.761333333,13.829,55,623.121,15279.66667
